"","Unnamed..0","ABREU.E.LIMA","AFOGADOS.DA.INGAZEIRA","AFRANIO","AGRESTINA","AGUA.PRETA","AGUAS.BELAS","ALAGOINHA","ALIANCA","ALTINHO","AMARAJI","ANGELIM","ARACOIABA","ARARIPINA","ARCOVERDE","BARRA.DE.GUABIRABA","BARREIROS","BELO.JARDIM","BETANIA","BEZERROS","BODOCO","BOM.CONSELHO","BOM.JARDIM","BONITO","BREJO.DA.MADRE.DE.DEUS","BUENOS.AIRES","BUIQUE","CABO.DE.SANTO.AGOSTINHO","CABROBO","CACHOEIRINHA","CAETES","CALCADO","CALUMBI","CAMARAGIBE","CAMOCIM.DE.SAO.FELIX","CAMUTANGA","CANHOTINHO","CAPOEIRAS","CARNAIBA","CARNAUBEIRA.DA.PENHA","CARPINA","CARUARU","CASINHAS","CATENDE","CEDRO","CHA.DE.ALEGRIA","CHA.GRANDE","CONDADO","CORRENTES","CORTES","CUMARU","CUPIRA","CUSTODIA","DORMENTES","ESCADA","EXU","FEIRA.NOVA","FERREIROS","FLORES","FLORESTA","FREI.MIGUELINHO","GAMELEIRA","GARANHUNS","GLORIA.DO.GOITA","GOIANA","GRAVATA","IBIMIRIM","IGARASSU","IGUARACI","ILHA.DE.ITAMARACA","INAJA","IPOJUCA","IPUBI","ITACURUBA","ITAIBA","ITAMBE","ITAPETIM","ITAPISSUMA","ITAQUITINGA","JABOATAO.DOS.GUARARAPES","JAQUEIRA","JATAUBA","JOAO.ALFREDO","JOAQUIM.NABUCO","JUCATI","JUPI","JUREMA","LAGOA.DO.CARRO","LAGOA.DO.ITAENGA","LAGOA.DO.OURO","LAGOA.DOS.GATOS","LAGOA.GRANDE","LAJEDO","LIMOEIRO","MACAPARANA","MACHADOS","MARAIAL","MOREILANDIA","MORENO","NAZARE.DA.MATA","OLINDA","OROBO","OROCO","OURICURI","OUTRO.ESTADO","OUTRO.PAIS","PALMARES","PALMEIRINA","PANELAS","PARANATAMA","PARNAMIRIM","PASSIRA","PAUDALHO","PAULISTA","PEDRA","PESQUEIRA","PETROLANDIA","PETROLINA","POCAO","POMBOS","PRIMAVERA","QUIPAPA","QUIXABA","RECIFE","RIACHO.DAS.ALMAS","RIBEIRAO","RIO.FORMOSO","SAIRE","SALGUEIRO","SALOA","SANHARO","SANTA.CRUZ.DO.CAPIBARIBE","SANTA.MARIA.DO.CAMBUCA","SANTA.TEREZINHA","SAO.BENEDITO.DO.SUL","SAO.BENTO.DO.UNA","SAO.CAITANO","SAO.JOAQUIM.DO.MONTE","SAO.JOSE.DA.COROA.GRANDE","SAO.JOSE.DO.EGITO","SAO.LOURENCO.DA.MATA","SAO.VICENTE.FERRER","SERRA.TALHADA","SERRITA","SERTANIA","SIRINHAEM","SURUBIM","TABIRA","TACAIMBO","TACARATU","TAMANDARE","TAQUARITINGA.DO.NORTE","TEREZINHA","TERRA.NOVA","TIMBAUBA","TORITAMA","TRACUNHAEM","TRINDADE","TRIUNFO","TUPANATINGA","TUPARETAMA","VENTUROSA","VERTENTE.DO.LERIO","VERTENTES","VICENCIA","VITORIA.DE.SANTO.ANTAO","XEXEU"
"11","05 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","06 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","07 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","08 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","09 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","10 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","11 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","12 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19","13 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,7,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"20","14 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,8,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"21","15 Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,1,0,11,0,0,0,0,1,2,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"22","16 Apr",0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,1,0,12,0,0,0,0,1,2,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"23","17 Apr",0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,1,0,13,0,0,0,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
"24","18 Apr",0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,0,0,1,0,14,0,0,0,0,1,3,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0
"25","19 Apr",0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,0,0,1,0,16,0,0,0,0,1,3,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0
"26","20 Apr",0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,8,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,0,0,1,0,19,0,0,0,0,1,3,0,0,0,0,0,6,6,0,0,0,0,0,1,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0
"27","21 Apr",0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,10,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,0,0,1,0,23,0,0,0,0,1,3,0,0,0,0,0,6,7,0,0,0,0,0,1,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0
"28","22 Apr",1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,11,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,0,0,1,0,25,0,0,0,0,1,3,0,0,0,0,0,6,11,0,0,0,0,0,1,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0
"29","23 Apr",1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,14,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,3,0,0,5,0,0,0,3,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,0,0,1,0,26,0,0,0,0,1,3,0,0,0,0,0,7,11,0,0,0,0,0,1,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0
"30","24 Apr",1,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,14,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,3,0,0,7,0,0,0,3,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,0,0,1,0,29,0,0,0,0,1,3,0,1,0,0,0,7,14,0,0,0,0,0,1,0,0,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,10,0
"31","25 Apr",2,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,14,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,3,0,0,7,0,0,0,3,0,0,0,0,1,0,1,41,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,1,0,0,1,0,31,0,0,0,0,1,3,0,1,0,0,0,7,19,0,0,0,0,0,1,0,0,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,10,0
"32","26 Apr",2,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,1,2,1,0,0,0,11,0,0,0,0,0,14,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,3,0,0,8,0,0,0,3,0,0,0,0,1,0,1,48,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,1,0,0,1,0,32,0,0,0,0,1,3,0,1,0,0,0,7,20,0,0,0,0,0,2,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,10,0
"33","27 Apr",2,0,0,1,2,0,0,2,0,1,0,1,0,3,0,0,1,0,0,0,1,2,2,0,0,0,12,0,0,0,0,0,17,0,0,0,0,1,0,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,3,0,0,8,0,0,0,3,0,0,0,0,1,0,1,52,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,1,0,0,1,0,35,0,0,0,0,1,3,0,1,0,0,0,7,21,0,0,0,0,0,2,0,0,1,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,11,0
"34","28 Apr",4,0,0,1,2,0,0,3,0,1,0,1,0,4,0,0,1,0,0,0,1,2,2,0,0,0,13,0,0,0,0,0,17,0,0,0,0,2,0,1,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,3,5,0,0,9,0,0,0,3,0,0,0,0,1,1,1,56,0,0,0,0,0,0,0,1,1,0,1,0,0,4,2,1,0,0,1,1,42,0,0,0,0,1,3,0,1,0,0,0,7,26,0,0,0,0,0,2,0,0,1,219,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,12,0
"35","29 Apr",4,0,0,1,2,0,0,3,0,2,0,1,0,4,0,0,1,0,0,0,1,4,2,0,0,0,15,0,0,0,0,0,18,0,0,0,0,2,0,1,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,4,6,0,0,9,0,0,0,3,0,0,0,0,1,1,1,59,0,0,0,0,0,0,0,1,1,0,1,0,0,4,2,1,0,0,1,1,42,0,0,0,0,1,3,0,1,0,0,0,7,26,0,0,0,0,0,2,0,0,1,236,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,12,0
"36","30 Apr",4,0,0,1,2,0,0,3,0,2,0,1,0,4,0,0,1,0,0,0,1,5,2,0,0,0,15,0,0,0,0,0,18,0,0,0,0,2,0,1,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,4,6,0,0,10,0,0,0,3,0,0,0,0,1,2,1,61,0,0,0,0,0,0,0,2,1,0,1,0,0,4,2,1,0,0,1,1,43,0,0,0,0,1,3,0,1,0,0,0,7,28,0,0,0,0,0,2,0,0,1,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,1,1,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,13,0
"37","01 May",4,0,0,1,2,0,0,4,0,3,0,2,0,4,0,0,1,0,0,0,1,5,3,0,0,0,16,0,0,0,0,0,20,0,0,0,0,2,0,1,4,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,4,6,1,1,10,0,0,0,3,0,0,0,0,1,2,1,66,0,1,0,0,0,0,0,2,1,0,1,0,0,4,2,1,0,0,1,1,51,0,0,0,1,1,3,0,1,0,0,0,7,29,0,0,0,0,0,2,0,0,1,257,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,1,1,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,14,0
"38","02 May",4,0,0,1,3,0,0,4,0,3,0,2,0,4,0,0,1,0,0,0,1,5,3,0,0,0,17,0,0,0,0,0,20,0,0,0,0,2,0,1,5,0,2,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,1,3,4,6,1,2,10,0,0,0,3,0,0,0,0,1,2,1,67,0,1,0,0,0,0,0,2,1,0,1,0,0,4,2,1,0,0,1,1,53,0,0,0,1,1,3,0,1,0,0,0,7,30,0,0,0,0,0,2,0,0,1,267,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,1,1,0,2,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,14,1
"39","03 May",4,0,0,1,4,0,0,4,0,3,0,2,0,4,0,0,1,0,0,0,1,5,3,0,0,0,19,0,0,0,0,0,20,0,0,0,0,2,0,1,6,0,2,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,1,3,4,6,1,2,10,0,0,0,4,0,0,0,0,1,2,1,72,0,1,0,0,0,0,0,2,1,0,1,0,0,4,2,1,0,0,1,1,56,0,0,0,2,1,3,0,1,0,0,0,7,32,0,0,0,0,0,2,0,0,1,273,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,1,2,0,2,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,0,0,14,1
"40","04 May",4,0,0,1,4,0,0,5,0,3,0,2,0,4,0,0,1,0,0,0,1,5,3,0,0,0,19,0,0,0,0,0,22,0,0,0,0,2,0,2,7,0,2,0,1,1,1,0,1,0,0,2,0,1,0,0,0,0,0,2,1,3,4,6,1,2,10,0,0,0,4,0,0,0,0,1,2,1,76,0,1,0,0,0,0,0,2,1,0,1,0,1,5,2,1,0,0,2,1,57,0,0,0,2,1,3,0,1,0,0,0,7,34,0,0,0,0,0,2,0,0,1,295,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,1,2,0,2,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,0,0,15,1
"41","05 May",4,0,0,1,4,0,0,5,0,3,0,2,0,4,0,0,1,0,0,0,1,5,3,0,1,0,20,0,0,0,0,0,22,0,0,0,0,2,0,2,7,0,2,0,1,1,1,0,1,0,0,2,0,1,0,0,0,0,1,2,1,4,4,6,1,2,10,0,0,0,4,0,0,0,0,1,2,2,86,1,1,0,0,0,0,0,2,1,0,1,0,1,6,2,1,0,0,2,1,63,0,0,0,2,1,4,0,1,0,0,0,8,36,0,0,0,0,0,2,0,0,1,319,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,1,2,0,2,0,0,1,1,0,1,4,0,0,1,0,0,0,1,0,0,0,18,1
"42","06 May",4,0,0,1,5,0,0,5,0,3,0,2,0,5,0,0,1,0,0,0,1,5,3,0,1,0,27,0,0,0,0,0,23,0,0,0,0,2,0,2,7,0,2,0,1,1,1,0,1,0,0,2,0,1,0,0,1,0,1,2,1,4,7,6,1,2,10,0,0,0,5,0,0,0,0,1,4,2,91,1,1,0,0,0,0,0,2,1,0,1,0,1,6,2,1,0,0,3,2,67,0,0,0,2,1,4,0,1,0,0,0,8,40,0,0,0,0,0,2,0,0,1,337,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,2,2,0,2,0,0,1,1,0,1,5,0,0,2,0,0,0,1,0,0,0,19,1
"43","07 May",4,0,0,1,5,0,0,5,0,3,0,2,0,5,0,0,1,0,0,0,1,5,3,0,1,0,29,0,0,0,0,0,26,0,0,0,0,2,0,2,7,0,2,0,1,1,1,1,1,0,1,2,0,1,0,0,2,0,2,2,1,4,8,7,2,2,12,0,0,0,5,0,0,0,0,1,4,2,94,2,1,0,0,0,0,0,2,1,0,1,0,1,6,2,1,0,0,3,2,69,0,0,0,2,1,4,0,1,0,0,0,8,41,0,0,0,1,0,2,0,0,1,354,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,2,2,0,2,0,0,1,1,0,1,5,0,0,2,1,0,0,1,0,0,0,19,1
"44","08 May",4,0,0,2,5,0,0,6,0,3,0,2,0,7,0,1,1,0,0,0,1,5,3,0,1,0,33,0,0,0,0,0,28,0,0,0,1,2,0,2,7,0,2,0,1,1,1,1,1,0,1,2,0,1,0,1,2,0,2,2,1,4,9,9,2,4,14,0,0,0,5,1,0,0,1,1,4,2,102,2,1,0,0,0,0,0,2,1,0,2,0,1,6,2,1,0,0,4,2,76,0,0,0,2,1,4,0,1,0,0,0,8,51,0,0,0,1,0,2,0,0,1,380,0,3,0,1,3,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,2,2,1,2,0,0,1,1,0,1,6,0,0,2,1,0,0,1,0,0,0,22,1
"45","09 May",5,0,0,2,5,0,0,7,0,3,0,2,0,7,0,1,1,1,0,0,1,5,3,0,1,0,37,0,0,0,0,0,28,0,1,0,1,2,0,4,8,0,2,0,1,3,1,1,1,0,1,2,0,2,0,1,2,0,2,3,2,4,9,9,2,4,16,0,0,0,6,1,0,0,1,1,4,2,109,2,1,0,0,0,0,0,2,1,0,2,0,1,6,2,1,1,0,5,2,77,0,0,1,2,1,4,0,1,0,0,0,8,54,0,0,0,1,0,3,0,0,1,385,0,4,1,1,3,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,2,2,1,2,0,0,1,1,0,1,7,0,0,2,1,0,0,1,0,0,0,25,1
"46","10 May",7,0,0,2,5,0,0,9,0,3,0,2,0,7,0,1,1,1,0,0,1,5,3,0,1,0,37,0,0,0,0,0,28,0,1,0,1,3,0,4,8,0,4,0,1,3,2,1,1,0,1,2,0,2,0,3,2,0,2,3,2,4,10,9,2,4,18,0,0,0,7,1,0,0,1,1,5,2,117,2,1,0,0,0,1,0,2,2,0,2,0,1,7,2,1,1,0,5,3,83,0,0,1,2,1,4,0,1,0,0,0,8,55,0,0,0,1,0,4,0,0,2,415,0,4,2,1,4,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,2,2,3,2,0,0,1,2,0,1,7,0,1,3,1,0,0,1,0,0,0,27,1
